stem,cls,source,missed,size,rel_lum,box_dr,scene_dr
hdr_00070,pottedplant,S1,False,11.017227172851562,13.202728915234033,2.563749074935913,6.341362464021008
hdr_00070,pottedplant,S1,True,4.596063137054443,40.65250420779694,1.0829488039016724,6.341362464021008
hdr_00070,pottedplant,S1,False,20.975662231445312,0.697231441661797,2.7073209285736084,6.341362464021008
hdr_00070,person,S1,False,37.43274688720703,0.49169320961302265,3.168398380279541,6.341362464021008
hdr_00070,person,S1,False,34.781761169433594,0.3948994459005035,3.199198007583618,6.341362464021008
hdr_00070,person,S1,False,24.55328369140625,2.118666726153193,2.5641372203826904,6.341362464021008
hdr_00070,person,S1,False,18.651823043823242,87.48287312923622,0.9241623878479004,6.341362464021008
hdr_00070,person,S1,True,9.386935234069824,55.49810167996949,2.081306219100952,6.341362464021008
hdr_00070,pottedplant,S1,False,6.529074668884277,41.75907490286783,1.92257559299469,6.341362464021008
hdr_00102,pottedplant,S1,False,11.017227172851562,13.846616389732414,2.5870132446289062,6.341362464021008
hdr_00102,pottedplant,S1,True,4.596063137054443,41.80847041757623,1.069882869720459,6.341362464021008
hdr_00102,pottedplant,S1,False,20.975662231445312,0.7083778269147294,2.720590114593506,6.341362464021008
hdr_00102,person,S1,False,35.80058670043945,0.4802210307586748,3.170487880706787,6.341362464021008
hdr_00102,person,S1,False,34.781761169433594,0.3867014242997447,3.217404842376709,6.341362464021008
hdr_00102,person,S1,False,23.22261619567871,1.9491894678610178,2.6135101318359375,6.341362464021008
hdr_00102,person,S1,False,19.57476234436035,50.3762913891585,2.4264564514160156,6.341362464021008
hdr_00102,pottedplant,S1,False,6.529074668884277,43.23575238877455,1.8897274732589722,6.341362464021008
hdr_00133,pottedplant,S1,False,11.017227172851562,13.890846918529624,2.572169303894043,6.339130857433855
hdr_00133,pottedplant,S1,True,4.596063137054443,41.78627944550889,1.0732189416885376,6.339130857433855
hdr_00133,pottedplant,S1,False,20.975662231445312,0.7113597986592383,2.705244779586792,6.339130857433855
hdr_00133,person,S1,False,35.76293182373047,0.4834423834123677,3.1896684169769287,6.339130857433855
hdr_00133,person,S1,False,34.781761169433594,0.39776898223642987,3.2278785705566406,6.339130857433855
hdr_00133,person,S1,False,23.24293327331543,1.4841101992062111,2.722761631011963,6.339130857433855
hdr_00133,person,S1,False,12.258190155029297,108.78434874984794,1.7030174732208252,6.339130857433855
hdr_00133,pottedplant,S1,False,6.529074668884277,42.9037218730223,1.8930079936981201,6.339130857433855
hdr_00147,pottedplant,S1,False,11.017227172851562,14.303066233769059,2.5605313777923584,6.341115073252767
hdr_00147,pottedplant,S1,True,4.596063137054443,43.2287052253774,1.06381094455719,6.341115073252767
hdr_00147,pottedplant,S1,False,20.975662231445312,0.7095605679124436,2.718689441680908,6.341115073252767
hdr_00147,person,S1,False,35.76293182373047,0.49099877793117075,3.207650661468506,6.341115073252767
hdr_00147,person,S1,False,34.781761169433594,0.3662037766370145,3.2389347553253174,6.341115073252767
hdr_00147,person,S1,False,22.73479461669922,2.391299106084461,2.498739004135132,6.341115073252767
hdr_00147,person,S1,False,14.386458396911621,60.691364699455896,2.3902502059936523,6.341115073252767
hdr_00147,pottedplant,S1,False,6.529074668884277,44.561005719456126,1.9950482845306396,6.341115073252767
